conm,fyear,at,roe,return
PRO MEDICUS LTD,2023,202.135,0.504332496,
COMPUMEDICS LTD,2023,41.182,-0.29234516,
HANSEN TECHNOLOGIES LTD,2023,516.587,0.131275422,
INTEGRATED RESEARCH LTD,2023,89.712,-0.397667821,
APA GROUP,2023,15866,0.115898727,
INDIANA RESOURCES LTD,2023,6.912,-0.359473589,
CONSTELLATION TECHNOLOGIES,2023,1.254,-0.182657773,
LIVETILES LTD,2023,82.389,-0.693534174,
BSA LTD,2023,62.515,,
BREVILLE GROUP LTD,2023,1374.852,0.159251371,
DATA3 LTD,2023,935.605,0.569508313,
WHITE ENERGY CO LTD,2023,10.2,,
FLEETWOOD LTD,2023,276.187,0.012431871,
PROPHECY INTL HLDS LTD,2023,26.966,-0.18267254,
MONADELPHOUS GROUP LTD,2023,768.174,0.125959523,
MOAB MINERALS LTD,2023,8.32,-0.212405797,
OBJECTIVE CORP LTD,2023,159.852,0.311233451,
ARDENT LEISURE GROUP LTD,2023,283.34,-0.121822628,
AURIS MINERALS LTD,2023,20.092,-0.220430955,
INSTITUTE OF DRUG TECH AU,2023,28.289,-0.33241409,
RESPIRI LTD,2023,3.181,-3.012519562,
PRESTAL HOLDINGS LIMITED,2023,98.47,0.068062718,
AJ LUCAS GROUP LTD,2023,104.143,-16.31972096,
EXCELSIOR CAPITAL LTD,2023,83.725,0.15964848,
SEQUOIA FINANCIAL GROUP LTD,2023,135.736,-0.086373432,
ALEXIUM INTERNATIONAL GROUP,2023,5.381,-9.936026936,
GENETIC TECHNOLOGIES LTD,2023,14.856,-0.851676028,
EMERALD RESOURCES NL,2023,492.99,0.254487249,
POLYNOVO LTD,2023,92.621,-0.118534742,
STARPHARMA HLDGS LTD,2023,52.086,-0.375877319,
GLOBE INTERNATIONAL LTD,2023,126.828,0.021185663,
CONNECTED IO LTD,2023,1.721,-0.252068395,
ANDROMEDA METALS LTD,2023,165.03,-0.056763673,
AUSCANN GROUP HOLDINGS LTD,2023,7.33,-0.844726871,
ADMIRALTY RESOURCES NL,2023,25.648,-0.237879396,
IMMURON LTD,2023,21.988,-0.176987428,
HITECH GROUP AUSTRALIA,2023,15.36,0.723138298,
MOUNT GIBSON IRON LTD,2023,676.943,0.009659295,
ENERGY TECHNOLOGIES LTD,2023,21.277,-1.4781101,
BPH GLOBAL LTD,2023,1.473,-2.782637076,
BATTERY AGE MINERALS LTD,2023,12.938,-0.43450046,
NT MINERALS LTD,2023,11.642,-0.156089583,
COMET RESOURCES LTD,2023,4.375,-0.536207123,
MAXIPARTS LIMITED,2023,173.261,0.089999877,
LINDIAN RESOURCES LTD,2023,64.296,-0.391991891,
MMA OFFSHORE LTD,2023,650.877,0.309499479,
SRG GLOBAL LTD,2023,591.165,0.085939464,
STRANDLINE RESOURCES LTD,2023,443.077,-0.066846834,
PALADIN ENERGY LTD,2023,473.047,-0.025766481,
ANTEOTECH LTD,2023,5.362,-1.717893022,
REA GROUP LTD,2023,2626.6,0.257223346,
LEPIDICO LTD,2023,106.452,-0.05550121,
TAITON RESOURCES LIMITED,2023,6.671,-0.661702488,
METALS AUSTRALIA LTD,2023,34.16,-0.02555073,
MACRO METALS LIMITED,2023,5.994,-0.43947392,
GREENSTONE RESOURCES LTD,2023,26.029,-0.083994037,
WISR LTD,2023,1002.081,-0.180363497,
COKAL LTD,2023,43.118,-13.94883371,
BIOTRON LTD,2023,4.135,-1.637599625,
DESIGN MILK CO LTD,2023,0.448,,
PROVINCE RESOURCES LTD,2023,17.118,-0.430340154,
BIONOMICS LTD,2023,43.004,-0.707231765,
TRIVARX LIMITED,2023,8.033,-0.456620326,
EQUATORIAL RESOURCES LTD,2023,16.695,-0.234127538,
BLAZE MINERALS LIMITED,2023,6.777,-0.163750767,
DEVEX RESOURCES LTD,2023,15.921,-1.259331354,
FBR LTD,2023,86.596,-0.352702755,
SECOS GROUP LTD,2023,27.962,-0.271073451,
STONEHORSE ENERGY LTD,2023,15.902,0.06124373,
SPORTS ENTERTAINMENT GRP LTD,2023,148.834,-0.172273814,
CARNARVON ENERGY LIMITED,2023,268.572,-0.015274093,
ODESSA MINERALS LIMITED,2023,7.499,-0.355862734,
CPT GLOBAL LTD,2023,8.171,-0.500121389,
RESOURCE MINING CORP,2023,8.094,-4.183479396,
BEONIC LIMITED,2023,23.092,-0.965119473,
BLUE ENERGY LTD,2023,89.275,-0.019601109,
EMBELTON LTD,2023,37.16,0.048646849,
CLINUVEL PHARMACEUTICALS LTD,2023,193.714,0.210930769,
EUMUNDI GROUP LTD,2023,106.18,0.024524699,
HELLOWORLD TRAVEL LTD,2023,544.903,0.063300551,
LINDSAY AUSTRALIA LTD,2023,487.798,0.299773761,
ALTERITY THERAPEUTICS LTD,2023,27.318,-0.473807931,
INCOME ASSET MANAGEMENT GRP,2023,22.34,-0.619372712,
SDI LTD,2023,133.309,0.082213807,
NOUMI LIMITED,2023,377.946,,
TAMAWOOD LTD,2023,46.673,0.065065435,
BIOXYNE LTD,2023,17.693,-0.227886761,
GLOBAL HEALTH LTD,2023,3.12,-3.605640107,
EVZ LTD,2023,59.939,0.048596058,
MEEKA METALS LIMITED,2023,30.177,-0.045790625,
CONNEXION MOBILITY LTD,2023,6.166,0.384137706,
NOVA EYE MEDICAL LTD,2023,30.357,-0.570762111,
PPK GROUP LTD,2023,135.58,-0.09949647,
SIPA RESOURCES LTD,2023,2.473,-0.890030104,
BLUESCOPE STEEL LTD,2023,15935.1,0.099101724,
PRESCIENT THERAPEUTICS LTD,2023,28.108,-0.327053715,
GALE PACIFIC LTD,2023,197.726,0.038329315,
YOWIE GROUP LTD,2023,13.286,-0.01101781,
AERIS ENVIRONMENTAL LTD,2023,4.671,-0.765877175,
ANTISENSE THERAPEUTICS LTD,2023,12.843,-0.731409474,
BOUNTY OIL & GAS NL,2023,8.549,-0.410897029,
COOPER ENERGY LTD,2023,1344.373,-0.137572868,
CRYOSITE LTD,2023,22.647,0.606935171,
DE GREY MINING LTD,2023,445.602,-0.053976296,
ZICOM GROUP LTD,2023,120.107,-0.161941784,
STRATEGIC ENRGY RESOURCE LTD,2023,6.881,-0.123340858,
EV RESOURCES LIMITED,2023,6.449,-0.660972987,
GALILEE ENERGY LTD,2023,9.627,-1.190412783,
OPYL LTD,2023,0.71,,
EVOLUTION MINING LTD,2023,6752.385,0.049934859,
AROVELLA THERAPEUTICS LTD,2023,5.471,-1.786610512,
INTELLIGENT MONITORING GROUP,2023,36.418,,
PHARMAUST LTD,2023,6.13,-1.058803477,
WESTERN AREAS LTD,2023,4737.9,0.151991585,
SUPPLY NETWORK LTD,2023,169.221,0.399763704,
AUSTRALIAN MINES LTD,2023,45.315,-0.099587579,
KNEOMEDIA LTD,2023,1.739,-0.813426174,
CARLY HOLDINGS LTD,2023,6.175,-6.030710173,
WATERCO LTD,2023,167.951,0.093754997,
NUENERGY GAS LTD,2023,43.51,-0.038592635,
POSEIDON NICKEL LTD,2023,141.344,-0.149614352,
DIGITAL X LTD,2023,34.523,-0.297328551,
MOSAIC BRANDS LTD,2023,317.09,,
TRIBUNE RESOURCES LTD,2023,306.348,0.002151511,
SWIFT NETWORKS GROUP LIMITED,2023,11.516,,
DUBBER CORP LTD,2023,89.299,-0.814077564,
ENVIRONMENTAL GROUP LTD,2023,66.667,0.084935559,
FIRST GRAPHENE LTD,2023,11.712,-0.729940765,
SPIRIT TECHNOLOGY SOLUTIONS,2023,119.18,-0.202379366,
SIHAYO GOLD LTD,2023,32.866,-0.215296768,
IONIC RARE EARTHS LTD,2023,44.524,-0.185632909,
BEAM COMMUNICATIONS HLDG LTD,2023,27.302,0.119755295,
SPACETALK LTD,2023,10.975,-1.944805766,
FARM PRIDE FOODS LTD,2023,55.915,-1.264326349,
AUSTRALIAN PACIFIC COAL LTD,2023,38.086,,
STRIKE RESOURCES LTD,2023,19.608,-0.768852642,
TASMAN RESOURCES LTD,2023,32.418,-0.285857096,
FFI HOLDINGS LTD,2023,56.564,0.0402813,
RED HAWK MINING LIMITED,2023,86.667,0.170629914,
NUCOAL RESOURCES LTD,2023,2.922,-0.14861178,
PROMINENCE ENERGY LTD,2023,8.13,-0.122469383,
MANDRAKE RESOURCES LTD,2023,23.638,-0.014404817,
JCURVE SOLUTIONS LTD,2023,13.9,-0.070078093,
SKS TECHNOLOGIES GROUP LTD,2023,28.773,0.118396403,
ACADEMIES AUSTRALASIA GROUP,2023,93.392,-0.101330002,
GATEWAY MINING LTD,2023,27.068,-0.049862165,
AUSTRALIAN ZIRCON NL,2023,0.01,,
SITE GROUP INTERNATIONAL LTD,2023,13.253,,
PANCONTINENTAL ENERGY NL,2023,9.447,-0.251799054,
SUNSHINE METALS LTD,2023,16.742,-0.267668827,
ALLIANCE NICKEL LIMITED,2023,52.45,-0.090029053,
RENT.COM.AU LTD,2023,5.01,-0.874098208,
GOCONNECT LTD,2023,0.106,,
VARISCAN MINES LTD,2023,9.63,-0.097684675,
GOLDEN CROSS RESOURCES LTD,2023,13.05,-0.19156388,
GOLDEN DEEPS LTD,2023,12.136,-0.05316387,
PARAGON CARE LTD,2023,448.519,0.053662713,
VONEX LTD,2023,36.431,-2.789753622,
INVENTIS LTD,2023,16.731,,
POLARX LTD,2023,40.433,-0.040117492,
SPENDA LIMITED,2023,53.384,-0.269727649,
GULLEWA LTD,2023,17.159,0.096272804,
IMMUTEP LTD,2023,147.449,-0.346098626,
CYCLONE METALS LTD,2023,13.703,-0.485009052,
DIMERIX LTD,2023,17.758,-1.354164623,
QUESTE COMMUNICATIONS LTD,2023,2.603,-0.43728223,
RAND MINING LTD,2023,102.072,0.085258857,
MELBANA ENERGY LTD,2023,58.206,-0.022225919,
FREEHILL MINING LTD,2023,12.413,-0.897732475,
RECTIFIER TECHNOLOGIES LTD,2023,35.189,0.50924721,
MANTLE MINERALS LIMITED,2023,2.993,-1.536036036,
NEOMETALS LTD,2023,97.744,-0.316233259,
SAVANNAH GOLDFIELDS LIMITED,2023,50.225,-0.664258624,
RIMFIRE PACIFIC MINING LTD,2023,16.96,-0.050849575,
IMDEX LTD,2023,806.144,0.082009857,
IMUGENE LTD,2023,197.063,-0.230955956,
IGO LTD,2023,4737.9,0.151991585,
LATROBE MAGNESIUM LTD,2023,62.467,-0.099481781,
SABRE RESOURCES,2023,12.288,-0.085456849,
LAKE RESOURCES NL,2023,193.417,-0.234586574,
PANORAMIC RESOURCES LTD,2023,278.439,-0.210545023,
VALOR RESOURCES LTD,2023,15.075,-0.122521703,
FITZROY RIVER CORP LTD,2023,5.991,0.020504499,
KALINA POWER LTD,2023,0.876,-0.406296329,
JINDALEE LITHIUM LIMITED,2023,18.388,-0.184710022,
RENU ENERGY LIMITED,2023,17.9,-0.07578318,
MC MINING LTD,2023,124.435,-0.051919768,
SCIDEV LIMITED,2023,67.374,-0.006999649,
ICON ENERGY LTD (AUS),2023,2.413,,
MORELLA CORPORATION LIMITED,2023,16.828,-0.328172994,
TIVAN LTD,2023,81.517,-0.099208517,
TRANSMETRO CORP LTD,2023,42.844,0.1065284,
RED 5 LTD,2023,670.477,-0.034041724,
BENITEC BIOPHARMA LTD,2023,4.464,-12.68612192,
PHARMX TECHNOLOGIES LIMITED,2023,36.52,-0.038886687,
BABYLON PUMP & POWER LTD,2023,36.026,-0.194255875,
FYI RESOURCES LTD,2023,13.139,-0.279975979,
HYDRIX LTD,2023,14.577,-0.082459238,
WORLEY LTD,2023,10518,0.006556796,
REACH RESOURCES LIMITED,2023,6.551,-0.460366909,
PACIFIC NICKEL MINES LTD,2023,25.043,-0.056232304,
MITHRIL RESOURCES LTD,2023,31.02,-0.07191951,
ORA BANDA MINING LTD,2023,114.619,-1.338743932,
FIN RESOURCES LTD,2023,5.838,-0.408607126,
HAMMER METALS LIMITED,2023,29.682,-0.046076675,
REDCASTLE RESOURCES LIMITED,2023,4.104,-0.141645657,
RAMELIUS RESOURCES LTD,2023,1171.886,0.074119916,
LANTHANEIN RESOURCES LIMITED,2023,10.958,-0.088092101,
AUSTCHINA HOLDINGS LTD,2023,18.375,-0.067894798,
ADVANCED BRAKING TECH LTD,2023,10.959,0.240221643,
BISALLOY STEEL GROUP LTD,2023,112.259,0.199421808,
PEAK MINERALS LTD,2023,1.105,-1.466666667,
ZELIRA THERAPEUTICS LTD,2023,33.891,-0.166345795,
KIP MCGRATH EDUCATION CENTRE,2023,37.114,0.085499711,
AF LEGAL GROUP LTD,2023,18.045,-0.779450671,
BOOM LOGISTICS LTD,2023,207.285,-0.047839971,
JB HI-FI,2023,3234.9,0.388606985,
CAZALY RESOURCES LTD,2023,14.33,-0.141685558,
ORION MINERALS LTD,2023,92.365,-0.171599984,
RED METAL LTD,2023,8.405,-1.005834684,
ARAFURA RARE EARTHS LIMITED,2023,259.532,-0.55507402,
LARK DISTILLING CO LTD,2023,116.138,-0.04599166,
SYNERGIA ENERGY LTD,2023,18.979,-0.432022472,
PHARMAXIS LTD,2023,24.026,-1.115749153,
JUPITER ENERGY LTD,2023,23.239,,
IODM LTD,2023,2.516,-2.238095238,
AUSQUEST LTD,2023,9.654,0.045974092,
CODAN LTD,2023,693.301,0.175060798,
BRIGHTSTAR RESOURCES LTD,2023,39.332,0.102122295,
REDIVIUM LIMITED,2023,16.776,-0.435063236,
BLACK ROCK MINING LTD,2023,61.318,-0.160495688,
ESSENTIAL METALS LTD,2023,29.821,-0.054077916,
TRAKA RESOURCES LTD,2023,0.136,-4.366710013,
USCOM LTD,2023,5.18,-0.577188683,
MEDICAL DEV INTL,2023,101.313,-0.08093036,
NTHN STAR RES LTD,2023,12316.2,0.070090548,
VOLT RESOURCES LTD,2023,28.294,-0.601045375,
AUSTRALIAN AGRICULTURAL PROJ,2023,19.903,0.060001122,
BERKELEY ENERGIA LTD,2023,89.357,-0.015696003,
BIODIEM LTD,2023,0.51,,
GRAND GULF ENERGY LTD,2023,23.416,-0.12775725,
AZURE MINERALS LTD,2023,34.875,-1.023528377,
CIRRUS NETWORKS HOLDINGS LTD,2023,42.029,0.09719563,
DGR GLOBAL LTD,2023,125.464,-0.075862151,
PANTORO LTD,2023,514.909,-0.281068542,
SANDFIRE RESOURCES LTD,2023,3074.389,-0.030327567,
COGSTATE LTD,2023,54.067,0.101060741,
SKY METALS LTD,2023,15.515,-0.548346565,
COMET RIDGE LTD,2023,111.362,-0.117380965,
WHITEBARK ENERGY LTD,2023,7.566,-1.759607522,
REJECT SHOP LTD,2023,499.272,0.057479275,
SAYONA MINING LTD,2023,1009.573,-0.02150166,
SUPER RETAIL GROUP LTD,2023,3102.9,0.19799744,
ENERO GROUP LTD,2023,383.256,0.314801653,
NICK SCALI LTD,2023,607.64,0.630106501,
CARDNO LTD,2023,24.653,-0.011227429,
TALI DIGITAL LTD,2023,8.092,-0.525409931,
ACRUX LTD,2023,13.285,-0.085910267,
LAND AND HOMES GROUP LTD,2023,32.745,-6.860606061,
AUSTCO HEALTHCARE LTD,2023,37.81,0.093905305,
BMG RESOURCES LTD,2023,21.266,-0.134591691,
ALGORAE PHARMACEUTICALS LTD,2023,4.212,-0.54072079,
METEORIC RESOURCES NL,2023,18.092,-4.299743954,
ANAX METALS LTD,2023,36.673,-0.160138862,
WILDCAT RESOURCES LTD,2023,15.252,-0.160758614,
MOUNT RIDLEY MINES LTD,2023,6.413,-0.853286816,
TENNANT MINERALS LIMITED,2023,4.683,-1.362515246,
ALICE QUEEN LTD,2023,0.36,-1.644819691,
ELIXIR ENERGY LTD,2023,43.333,-0.069304133,
BOAB METALS LTD,2023,11.625,-0.564195471,
MAGGIE BEER HOLDINGS LTD,2023,103.799,0.008671829,
KAROON ENERGY LTD,2023,1190.4,0.434782029,
METALLICA MINERALS LTD,2023,18.083,-0.168793155,
MINDAX LTD,2023,19.323,-0.29565125,
K2 ENERGY LTD,2023,8.027,-0.058157836,
PERSEUS MINING LTD,2023,2422.039,0.251170335,
PETRATHERM LTD,2023,6.844,-0.113872241,
STRIKE ENERGY LTD,2023,341.874,-0.090973942,
ASSOCIATE GLOBAL PARTNERS,2023,13.094,-0.248404455,
SOMNOMED LTD,2023,62.491,-0.313482497,
ACCENT GROUP LTD,2023,1154.528,0.201155385,
FRUGL GROUP LTD,2023,1.42,-26.2183908,
ROX RESOURCES LTD,2023,22.457,-0.602702982,
MCMILLAN SHAKESPEARE LTD,2023,1049.562,0.294955699,
METGASCO LTD,2023,18.05,-0.141770978,
SERVICE STREAM LTD,2023,1091.107,0.009560193,
MESOBLAST LTD,2023,669.415,-0.163961309,
OTTO ENERGY LTD,2023,60.79,-0.134863039,
DONACO INTERNATIONAL LTD,2023,181.756,-0.269261345,
DATADOT TECHNOLOGY LTD,2023,10.207,-0.012138484,
ADVANCE ZINCTEK LTD,2023,39.062,0.047330373,
AUSTIN ENGINEERING LTD,2023,260.865,0.064238572,
COPPER STRIKE LTD,2023,19.5,-0.172952604,
TRAFFIC TECHNOLOGIES LTD,2023,35.905,-0.756883815,
GWR GROUP LTD,2023,72.009,-0.072753539,
CAULDRON ENERGY LTD,2023,1.105,-1.853022521,
LYCOPODIUM LTD,2023,215.879,0.434871528,
KGL RESOURCES LTD,2023,125.774,-0.02029317,
NEURIZER LTD,2023,128.667,-0.25165194,
PROVARIS ENERGY LTD,2023,5.229,-1.190405373,
RAGNAR METALS LTD,2023,5.012,-0.08841493,
PYC THERAPEUTICS LTD,2023,37.166,-0.679234598,
RESOURCES AND ENERGY GROUP,2023,10.773,-0.150585043,
POWER MINERALS LIMITED,2023,31.474,-0.10720361,
SEEK LTD,2023,5230.9,0.09043455,
AMBERTECH LTD,2023,52.31,0.086287835,
MATSA RESOURCES LTD,2023,23.235,0.009651475,
PAPYRUS AUSTRALIA LTD,2023,2.682,-0.522857639,
IONDRIVE LIMITED,2023,8.605,-0.84042831,
DECMIL GROUP LTD,2023,208.788,-0.044425706,
PRO-PAC PACKAGING LTD,2023,267.212,-0.067230153,
FIELD SOLUTIONS HOLDINGS LTD,2023,71.816,-0.059476429,
BANNERMAN ENERGY LTD,2023,112.956,-0.040517294,
STELLAR RESOURCES LTD,2023,2.075,-0.362016515,
CLEANAWAY WASTE MGMT LTD,2023,6073.3,0.007760293,
GAS2GRID LTD,2023,0.736,,
CANNINDAH RESOURCES LTD,2023,16.829,-0.155836711,
DOMINOS PIZZA ENTERPRISES LT,2023,2879.448,0.142198087,
GLOBAL OIL & GAS LTD,2023,4.608,-0.87227616,
SIV CAPITAL LTD,2023,8.07,0.020558713,
CORAZON MINING LTD,2023,17.91,-0.038263638,
BBX MINERALS LTD,2023,2.106,,
ONCOSIL MEDICAL LTD,2023,11.474,-1.078078221,
ACCENT RESOURCES NL,2023,18.298,-1.198515045,
KORAB RESOURCES LTD,2023,4.592,-0.769230769,
HIGHCOM LIMITED,2023,76.118,0.158456518,
NEW WORLD RESOURCES LTD,2023,53.312,-0.057021597,
AUTECO MINERALS LTD,2023,85.898,-0.059868698,
VITAL METALS LTD,2023,62.833,-0.91455419,
CUFE LTD,2023,24.886,-0.580641803,
QUICKSTEP HOLDINGS LTD,2023,77.725,-0.28838431,
GREENWING RESOURCES LTD,2023,25.168,-0.388680258,
CARDIEX LTD,2023,14.537,-6.44497526,
REGIONAL EXPRESS HLDGS LTD,2023,652.673,0.091593512,
MAXIMUS RESOURCES LTD,2023,17.447,-0.062024542,
MAGNIS ENERGY TECH LTD,2023,203.856,-3.544198466,
ARDIDEN LTD,2023,42.287,0.464065769,
AUB GROUP LTD,2023,3909.442,0.061145634,
EUROPA METALS LTD,2023,0.677,-2.052839356,
SOUTHERN CROSS MEDIA GROUP,2023,1029.545,0.042675165,
TALISMAN MINING LTD,2023,12.181,0.006280331,
ODYSSEY GOLD LIMITED,2023,12.07,-0.369162699,
MACH7 TECHNOLOGIES LTD,2023,82.306,-0.017784113,
SEEING MACHINES LD,2023,133.088,-0.179073879,
GLOBE METALS & MINING LTD,2023,30.886,-0.089640663,
ANAGENICS LIMITED,2023,11.112,-0.202734943,
CLEAN SEAS SEAFOOD LTD,2023,109.16,0.071468161,
GLG CORP LTD,2023,114.826,-0.034136019,
SAFEROADS HOLDINGS LTD,2023,15.023,-0.023909218,
BELLEVUE GOLD LTD,2023,629.651,-0.063721855,
METALICITY LTD,2023,9.538,-0.345523209,
TRIANGLE ENERGY (GLOBAL) LTD,2023,28.826,0.140737195,
EML PAYMENTS LTD,2023,2994.529,-0.931299557,
KILAND LTD,2023,146.897,-0.077404066,
EVE HEALTH GROUP LIMITED,2023,4.134,-0.466998012,
VDM GROUP LTD,2023,2.652,,
RED HILL MINERALS LTD,2023,53.929,-0.037871745,
CENTRAL PETROLEUM LTD,2023,98.131,-0.346704996,
CHALICE MINING LTD,2023,199.064,-0.361064558,
ENCOUNTER RESOURCES,2023,30.148,-0.063503342,
TERRAIN MINERALS LTD,2023,4.058,-0.323130325,
ENECO REFRESH LTD,2023,16.378,0.009854694,
STRICKLAND METALS LTD,2023,50.621,-0.057754317,
MAGNETITE MINES LTD,2023,38.971,-0.142811219,
ACTIVEX LIMITED,2023,8.354,-0.15302076,
CAP-XX,2023,13.062,-0.831128056,
CASTLE MINERALS LTD,2023,2.879,-1.656982746,
LORD RESOURCES LIMITED,2023,4.311,-0.544717279,
LUMIRA ENERGY LIMITED,2023,0.265,,
PRAEMIUM LTD,2023,129.498,0.144015813,
A-CAP ENERGY LTD,2023,46.148,-0.060644651,
SYMBIO HOLDINGS LTD,2023,224.232,0.010833864,
PLATINA RESOURCES LIMITED,2023,5.432,-1.211798692,
AURA ENERGY LTD,2023,41.371,-0.177243874,
EDEN INNOVATIONS LTD,2023,17.005,-1.47592302,
EQ RESOURCES LTD,2023,55.146,-0.242701326,
CAPITOL HEALTH LTD,2023,318.195,-0.078546141,
REY RESOURCES LTD,2023,40.177,-0.104879825,
RETAIL FOOD GROUP LTD,2023,348.891,-0.046655593,
NAGAMBIE RESOURCES LTD,2023,20.631,-0.292350085,
BRAVURA SOLUTIONS LTD,2023,254.472,-1.218413754,
AUSTRALIAN DAIRY NUTRITIONAL,2023,36.24,-0.276078811,
CENTREX LIMITED,2023,43.133,-0.337856726,
AXP ENERGY LIMITED,2023,20.111,-0.4504743,
GLADIATOR RESOURCES LTD,2023,2.282,-0.526738456,
CATALYST METALS LTD,2023,315.423,-0.135943144,
EMECO HOLDINGS LTD,2023,1088.421,0.071465809,
INVESTOR CENTRE LIMITED,2023,0.202,,
REDSTONE RESOURCES LTD,2023,10.411,-0.047557105,
CASSIUS MINING LTD,2023,3.475,-0.393574297,
LBT INNOVATIONS LTD,2023,7.37,-2.121902967,
IRONBARK ZINC LTD,2023,4.451,-1.947698435,
CZR RESOURCES LTD,2023,16.432,-0.450972306,
AMA GROUP LTD,2023,844.923,-1.048727098,
BLUGLASS LTD,2023,21.695,-0.866976538,
VENTURE MINERALS LTD,2023,4.725,-1.51061008,
AVENIRA LTD,2023,17.361,-0.371946964,
BEACON MINERALS LTD,2023,87.86,0.086366491,
EMPEROR ENERGY LTD,2023,5.645,-0.184782609,
PATERSON RESOURCES LTD,2023,7.334,-0.620617765,
DREADNOUGHT RESOURCES LTD,2023,55.361,-0.156973108,
NEW AGE EXPLORATION LTD,2023,5.104,-0.215915415,
CARAVEL MINERALS LTD,2023,10.269,-1.637951451,
WALKABOUT RESOURCES LTD,2023,56.078,-0.105882771,
ELEMENT 25 LTD,2023,68.063,-0.4913788,
RENEGADE EXPLORATION LTD,2023,3.825,-0.467104259,
PROBIOTEC LIMITED,2023,235.439,0.132597616,
XRF SCIENTIFIC LTD,2023,65.548,0.165766232,
NORTHERN MINERALS LTD,2023,17.404,,
PEAK RARE EARTHS LIMITED,2023,91.483,-0.413997619,
IMPACT MINERALS LTD,2023,18.471,-0.321445448,
ATHENA RESOURCES LTD,2023,13.739,-0.055128309,
GOOD DRINKS AUSTRALIA LTD,2023,133.647,-0.002457541,
AMANI GOLD LTD,2023,39.343,-0.037958714,
ENGENCO LTD,2023,174.724,0.064365336,
BCI MINERALS LTD,2023,614.919,0.021658848,
MGC PHARMACEUTICALS LTD,2023,9.984,,
PROTEAN ENERGY LTD,2023,0.821,-0.511485452,
LIONTOWN RESOURCES LTD,2023,655.156,-0.048469151,
SMART PARKING LTD,2023,55.972,0.310208247,
ENERGY ONE LTD,2023,91.065,0.072596219,
SOVEREIGN METALS LTD,2023,11.889,-0.334165877,
SILVER MINES LTD,2023,130.758,-0.03445848,
QUBE HOLDINGS LTD,2023,5672.5,0.05835227,
EMPIRE RESOURCES LTD,2023,1.042,-1.032632342,
RBR GROUP LTD,2023,9.614,-0.621311475,
ASPIRE MINING LTD,2023,68.656,-0.007978342,
NEXUS MINERALS LTD,2023,6.649,-1.161842105,
AUSTRALIAN VANADIUM LTD,2023,77.425,-0.119646679,
LINCOLN MINERALS LTD,2023,7.154,-0.587660752,
ARTEMIS RESOURCES LTD,2023,52.785,-0.323325723,
SUNSTONE METALS LTD,2023,80.051,-0.02637846,
CARNAVALE RESOURCES LTD,2023,8.98,-0.05157691,
SCORPION MINERALS LTD,2023,4.972,-0.971976622,
HIGH PEAK ROYALTIES LTD,2023,11.051,0.053616096,
INVESTIGATOR RESOURCES LTD,2023,31.758,-0.089343708,
MAGNETIC RESOURCES,2023,4.491,-2.425148683,
VIRIDIS MINING AND MINERALS,2023,4.659,-0.192731147,
XREF LTD,2023,22.899,-5.29393223,
ADELONG GOLD LIMITED,2023,6.412,-0.142883379,
KASBAH RESOURCES LTD,2023,7.146,-0.637538602,
KEY PETROLEUM LTD,2023,2.196,0.204678363,
AURELIA METALS LTD,2023,444.4,-0.161487187,
NANOSONICS LTD,2023,219.92,0.131435692,
DEVELOP GLOBAL LIMITED,2023,245.8,-0.121604949,
DART MINING NL,2023,22.352,-0.048210604,
MEMPHASYS LTD,2023,14.668,-0.452797552,
PEEL MINING LTD,2023,113.921,-0.013223023,
3D ENERGI LIMITED,2023,10.662,0.41682437,
ALARA RESOURCES LTD,2023,117.66,-0.081431215,
ZENITH MINERALS LTD,2023,19.298,-0.414545131,
ASCIANO LTD,2023,4863.8,0.073814165,
WHITEHAVEN COAL LIMITED,2023,7510.909,0.56334654,
CHESSER RESOURCES LTD,2023,31.414,-0.169429605,
WESTERN YILGARN NL,2023,4.016,-0.212933025,
TRUSCOTT MINING CORP,2023,2.971,-0.441391155,
VENUS METALS CORP LTD,2023,9.278,-1.585103109,
AEON METALS LTD,2023,106.238,-0.049089752,
ADELAIDE ENERGY LTD,2023,2095.921,0,
GREAT WESTERN EXPLORATION,2023,15.651,-0.348524035,
CONICO LTD,2023,38.222,-0.025,
ENTERPRISE METALS LTD,2023,6.083,-0.374689266,
REEDY LAGOON CORP LTD,2023,0.223,-5.424561404,
VICTORY METALS LIMITED,2023,8.783,-0.215753425,
VGI HEALTH TECHNOLOGY LIMITE,2023,3.447,-19.38853503,
MAYNE PHARMA GROUP LTD,2023,1247.354,-0.529300753,
INTRA ENERGY CORP LTD,2023,2.119,,
TYRANNA RESOURCES LTD,2023,37.837,-0.368939578,
PATRYS LTD,2023,7.524,-0.69693082,
TPC CONSOLIDATED LTD,2023,59.629,0.399043074,
BOSS ENERGY LIMITED,2023,267.739,0.051493251,
DRAGON MOUNTAIN GOLD LTD,2023,1.75,-1.222641509,
MINT PAYMENTS LTD,2023,16.537,,
XANTIPPE RESOURCES LTD,2023,49.216,-0.236069208,
ARCHER MATERIALS LTD,2023,27.209,-0.326566701,
RAREX LTD,2023,7.659,-1.236257543,
HEXIMA LTD,2023,2.957,-0.522247925,
NRW HOLDINGS LTD,2023,1489.921,0.141730407,
KING RIVER RESOURCES LTD,2023,25.911,0.156324861,
AGRIMIN LTD,2023,66.779,-0.000864164,
REX MINERALS LTD,2023,43.689,-0.468065444,
ACTINOGEN MEDICAL LTD,2023,15.209,-0.611830313,
