Player,DOB,height,weight
"McCaskill, Bob",1895-09-27,178,76
"Barrett, Sam",1905-01-22,183,81
"Harrison, Joe",1903-03-06,178,80
"Culhane, Jack",1900-02-28,174,NA
"Wood, Fred",1901-03-29,182,80
"Bouch, Allan",1903-01-19,183,70
"McIntosh, Norm",1890-03-03,175,73
"Karthaus, Jim",1898-06-23,173,67
"Hislop, Gordon",1901-06-01,180,83
"Hall, Clarrie",1890-01-18,160,64
"Smith, Basil",1901-12-21,183,83
"Gale, Jack",1899-08-28,173,80
"Chalmers, Eric",1900-11-29,168,NA
"Brunning, Herbie",1899-08-25,170,73
"Threlfall, George",1899-11-11,188,NA
"Bannister, Horrie",1900-06-04,173,70
"Rush, Kevin",1901-03-29,175,NA
"Rowe, Joe",1901-05-26,177,NA
"James, Hughie",1890-05-04,185,89
"Wootton, Stan",1895-04-28,177,74
"Kight, Arthur",1901-10-13,173,67
"Turnbull, Norm",1894-06-15,169,66
"Weatherill, George",1900-05-23,183,81
"Bayliss, George",1895-03-30,179,75
"Griffiths, Dave",1895-12-04,185,91
"McCormick, John",1899-11-24,185,83
"MacLeod, Cedric",1899-11-26,173,NA
"Petzke, Gus",1896-08-23,193,96
"Oakley, Loyal",1898-11-20,170,66
"Hughes, Frank",1894-02-26,175,70
"Weatherill, Bob",1897-07-20,180,70
"Wright, Billy",1900-08-15,NA,NA
"Ross, George",1901-05-02,170,86
"Carew, Bobby",1898-12-01,173,73
"Gibb, Rupert",1900-08-25,183,83
"Clark, George",1898-09-02,NA,NA
"Ross, Ray",1903-04-20,173,71
"Stewart, Bob",1903-05-31,179,79
"Birtles, Arthur",1899-07-21,178,62
"Morris, Stan",1893-10-01,170,66
"Smith, Charles",1901-05-26,177,NA
"Moffatt, Hugh",1894-02-19,185,95
"Herbert, Barney",1889-02-20,188,96
"Parkinson, George",1892-03-30,183,84
"Schmidt, Billy",1887-12-29,170,70
"OHehir, George",1891-08-20,177,NA
"Hede, Reg",1894-10-09,173,66
"Hanley, Eddie",1900-05-20,NA,NA
"Moffatt, Dave",1892-05-18,188,92
"James, Billy",1900-05-10,165,60
"Rush, Gerald",1895-09-16,180,75
"Ogilvie, George",1899-05-12,180,86
"Bettles, Artie",1891-03-25,178,76
"Tuck, Charlie",1892-11-11,175,NA
"Maybury, Percy",1891-09-24,175,73
"Reeves, Syd",1891-08-29,177,67
"Weatherill, Harry",1893-10-07,185,86
"Fehring, Arthur",1900-05-04,183,82
"Aumann, Ted",1897-12-29,183,76
"Alessio, Harry",1895-12-22,175,71
"Burke, Leo",1891-09-10,179,NA
"Thomas, Bill",1886-11-10,178,78
"Dooley, Pat",1898-10-20,183,NA
"Hood, Edmund",1898-04-29,168,NA
"Shand, Jimmy",1893-08-02,182,70
"Fewster, Artie",1894-10-18,NA,NA
"Taylor, Roy",1896-04-11,184,NA
"Briscoe, Billy",1892-01-11,170,78
"Gleeson, Denis",1896-01-19,NA,NA
"Rudd, Billy",1894-02-27,185,82
"Spicer, Reefton",1898-07-17,173,NA
"Burchill, Jim",1897-10-25,170,NA
"Fisher, Ted",1887-07-11,179,84
"Fell, Claude",1892-12-06,183,NA
"Mulcahy, Hugh",1894-06-19,NA,NA
"Albress, Bill",1897-10-13,180,83
"Fox, Arthur",1894-01-21,170,64
"Davey, Ted",1897-08-29,NA,NA
"Bowtell, Wally",1895-01-26,174,NA
"Heath, Victor",1890-07-26,NA,NA
"Keggin, Ted",1891-07-28,188,83
"Cronk, Jack",1890-09-10,188,NA
"Godfrey, Dick",1888-09-12,NA,NA
"Ericksen, Andy",1894-08-03,183,88
"Derrick, Ted",1894-05-14,170,NA
"Collopy, Will",1897-04-21,175,64
"Kiernan, Basil",1897-05-16,174,NA
"Barnes, Bert",1890-05-22,NA,NA
"Danks, Arthur",1891-09-05,173,73
"Granger, Allan",1894-07-29,178,NA
"McDonald, Jim",1887-06-19,180,76
"Weeks, Horrie",1895-11-11,178,NA
"Stokesbury, Hamilton",1896-03-30,167,NA
"McCashney, Frank",1890-08-09,174,72
"Nolan, Bill",1888-09-04,180,89
"Marshall, Bill",1892-03-26,184,87
"Morgan, Fred",1891-10-29,168,NA
"Amery, Bill",1894-09-16,NA,NA
"Ohlson, Ted",1886-10-15,177,84
"Oliver, Les",1890-04-14,180,70
"Wilson, Lou",1887-04-19,180,NA
"Maynard, Harry",1890-05-17,175,NA
"Driscoll, George",1893-12-19,184,NA
"McLear, George",1891-08-21,178,NA
"McKendry, Bob",1889-08-18,173,60
"Rogers, Wal",1889-05-10,178,81
"Ricketts, Charlie",1885-07-03,173,68
"Twomey, Frank",1890-01-22,191,NA
"Love, Frank",1888-02-22,188,89
"Lee, Les",1894-11-21,182,77
"Phillips, Len",1891-03-29,185,77
"Walker, Harry",1892-08-07,NA,NA
"Heath, Arthur",1890-02-07,180,73
"Jones, Bill",1891-01-29,179,77
"Price, Dick",1891-06-26,175,NA
"Bennie, Charlie",1887-04-04,NA,NA
"Smith, Percy",1887-09-30,NA,NA
"Lynch, Bill",1892-02-15,173,67
"Hogan, Gerald",1891-09-06,175,73
"ODonoghue, Alan",1891-06-03,183,78
"Woodhead, Herb",1888-04-02,171,NA
"Kenney, Vin",1892-06-30,178,NA
"Allen, Bert",1887-05-07,NA,NA
"MacGregor, Johnny",1889-12-03,170,NA
"Brooker, Norm",1889-09-28,177,NA
"Price, Joe",1886-07-04,NA,NA
"Bourke, Paddy",1883-03-26,185,83
"Schade, Mick",1887-03-25,175,NA
"Mahoney, Dave",1892-05-30,168,NA
"Scott, Bobby",1887-07-13,173,72
"OConnor, George",1892-03-28,173,NA
"Robinson, Arch",1890-07-09,177,NA
"May, George",1891-09-07,180,85
"Davison, Alick",1886-10-12,175,NA
"Scott, Bill",1886-11-03,182,85
"McKenzie, Joe",1889-04-23,174,NA
"Burton, Harry",1887-03-18,NA,NA
"Ellin, Percy",1884-06-21,173,NA
"Luff, Bill",1886-01-15,191,73
"White, John",1887-06-09,173,70
"Lacey, Jim",1887-11-22,NA,NA
"Frauenfelder, Les",1888-02-26,180,NA
"Price, Syd",1887-07-16,171,75
"Bourke, Bill",1882-07-23,NA,75
"Schunke, Ernie",1882-10-26,169,NA
"Cooke, Sam",1883-11-05,NA,NA
"Kirkpatrick, Lyster",1885-07-11,185,NA
"Kiker, Joe",1889-05-16,183,83
"McEwan, Tom",1885-12-14,179,NA
"Alder, Fred",1889-06-21,NA,NA
"Coles, Jack",1886-09-07,NA,NA
"Barton, Percy",1888-09-09,NA,NA
"Hill, Ern",1890-03-31,175,NA
"Sparks, Percy",1887-10-18,NA,NA
"Murray, Alex",1885-12-26,178,68
"Duncan, Robert",1891-11-27,179,84
"Lang, Bill",1882-07-06,182,89
"Bourke, Joe",1884-11-08,175,67
"Ward, George",1889-07-04,171,76
"Ryan, Ted",1885-08-06,182,76
"Sanguinetti, Frank",1886-05-05,NA,NA
"Speakman, Percy",1885-11-05,179,83
"Larkin, Fred",1888-03-21,183,NA
"Rankine, George",1884-11-04,NA,NA
"Stainer, Percy",1888-10-04,NA,NA
"OConnell, Stan",1883-04-29,NA,NA
"Pemberton, Jack",1883-01-11,180,83
"Johnston, Walter",1884-01-17,NA,NA
"Williams, Charles",1881-01-22,179,NA
"McDonald, Ernie",1883-01-26,184,NA
"Hannaford, Vin",1885-04-25,NA,NA
"Sinclair, Jack",1995-02-12,181,81
"Membrey, Tim",1994-05-26,190,89
"Webster, Jimmy",1993-06-28,188,83
"Marshall, Rowan",1995-11-24,201,104
"Wilkie, Callum",1996-03-10,191,87
"Battle, Josh",1998-09-01,193,92
"Clark, Hunter",1999-03-26,187,82
"Byrnes, Ryan",2001-05-03,181,80
"Wanganeen-Milera, Nasiah",2003-02-22,187,71
"Jones, Zak",1995-03-15,181,80
"Owens, Mitch",2003-09-24,190,85
"Sharman, Cooper",2000-07-25,193,83
"Phillipou, Mattaes",2004-12-27,190,88
"Wilson, Darcy",2005-08-18,185,74
"Garcia, Hugo",2005-05-22,185,78
"Caminiti, Anthony",2003-12-09,196,85
"McLennan, Angus",2003-09-02,188,82
"Paton, Ben",1998-10-19,187,79
"Schoenmaker, Arie",2005-01-07,194,91
"Windhager, Marcus",2003-05-16,185,86
"King, Max",2000-07-07,202,90
"Ross, Sebastian",1993-05-07,188,88
"Cordy, Zaine",1996-10-27,193,90
"Collard, Lance",2005-03-26,185,70
"Hayes, Jack",1997-03-06,193,91
"Hastie, Angus",2005-09-19,190,74
"Peris, Jack",2003-12-17,178,74
"Hannebery, Dan",1991-02-24,181,80
"Highmore, Tom",1998-02-24,192,89
"McKenzie, Daniel",1996-05-17,185,83
"Coffield, Nick",1999-10-23,191,82
"Hunter, Paul",1993-02-09,200,104
"Clavarino, Oscar",1999-05-22,197,89
"Connolly, Leo",2001-08-07,181,74
"Lonie, Jack",1996-08-13,175,70
"Geary, Jarryn",1988-06-23,183,82
"Phillips, Ed",1998-03-29,187,80
"Langlands, Doulton",1999-07-29,187,83
"Armitage, David",1988-06-16,185,88
"White, Brandon",1997-01-13,188,77
"Young, Robbie",1995-03-02,178,76
"Pierce, Lewis",1994-11-16,203,103
"Gilbert, Sam",1986-08-19,194,90
"Rice, Bailey",1997-02-10,184,88
"Freeman, Nathan",1995-06-16,183,88
"Wright, Nathan",1994-02-16,185,82
"McCartin, Paddy",1996-04-19,194,100
"Stevens, Koby",1991-06-18,189,87
"Riewoldt, Nick",1982-10-17,193,92
"Montagna, Leigh",1983-11-02,178,76
"Fisher, Sam",1982-07-10,191,94
"Dempster, Sean",1984-01-20,191,87
"Holmes, Jason",1989-10-28,203,105
"Lee, Tom",1991-01-02,194,91
"Murdoch, Brodie",1994-01-21,188,78
"Templeton, Eli",1995-08-19,183,73
"Schneider, Adam",1984-05-12,175,79
"Shenton, Cameron",1990-09-27,188,83
"Saunders, Josh",1994-08-31,180,78
"Saad, Ahmed",1989-10-09,175,75
"Curren, Tom",1992-07-29,178,78
"Hayes, Lenny",1980-01-14,186,84
"Jones, Clinton",1984-02-02,183,83
"White, Spencer",1994-09-22,196,84
"Dunell, Sam",1990-02-21,190,81
"Dennis-Lane, Trent",1988-08-30,181,75
"Simpkin, Tom",1990-08-07,191,92
"Milera, Terry",1988-01-08,185,68
"Siposs, Arryn",1992-11-25,189,90
"Maister, Beau",1986-03-20,194,98
"Milne, Stephen",1980-03-08,176,83
"Blake, Jason",1981-03-15,189,90
"Koschitzke, Justin",1982-09-20,197,94
"Ledger, Tom",1992-03-17,178,76
"Ferguson, Jackson",1992-10-23,194,89
"Cripps, Jamie",1992-04-23,183,84
"Clarke, Raphael",1985-09-24,188,82
"Gardiner, Michael",1979-07-05,199,103
"Baker, Steven",1980-05-22,181,85
"Winmar, Nick",1991-04-27,189,81
"Smith, Alistair",1990-09-08,184,83
"Johnson, Will",1989-10-26,191,91
"Archer, Daniel",1991-10-26,193,99
"Eddy, Robert",1988-01-07,182,83
"Miles, Luke",1986-10-30,185,86
"Heyne, Nick",1990-07-22,187,79
"Hudghton, Max",1976-09-02,191,93
"Harvey, Robert",1971-08-21,181,86
"Allen, Jarryd",1988-01-14,193,90
"Birss, Shane",1983-03-11,183,80
"Fisher, Leigh",1984-04-19,188,92
"Ferguson, Matthew",1984-10-01,187,87
"Gehrig, Fraser",1976-03-03,195,109
"Rix, Michael",1981-01-08,198,101
"Thompson, Andrew",1972-10-21,180,81
"Howard, Brad",1987-12-21,182,80
"Brooks, Barry",1983-12-24,198,97
"Sweeney, Justin",1987-12-25,186,84
"Peckett, Justin",1972-10-05,182,87
"Schwarze, Troy",1981-12-23,190,92
"Jones, Austinn",1976-09-28,176,82
"Penny, Luke",1981-02-08,193,94
"Moyle, Brett",1980-03-31,180,78
"Burke, Nathan",1970-02-06,180,85
"Wulf, Daniel",1980-05-19,188,88
"Oliver, Chris",1982-07-09,195,89
"Loewe, Stewart",1968-05-23,194,108
"Cripps, Jason",1976-10-14,183,86
"Beetham, Caydn",1982-03-11,183,86
"Davis, Chad",1980-06-01,180,83
"Hall, Barry",1977-02-08,194,104
"Traianidis, Jason",1974-11-07,188,95
"Knowles, Brett",1978-05-13,187,89
"Elliott, Tim",1976-09-12,198,93
"Walton, Ben",1979-11-12,187,88
"Sierakowski, David",1974-12-29,193,101
"Heatley, Jason",1972-02-21,189,92
"Brown, Tony",1977-05-28,175,79
"Campbell, Fred",1979-12-14,175,75
"Campbell, Brad",1975-12-21,181,83
"Thompson, Ben",1973-09-04,190,95
"Gowans, James",1977-03-13,180,80
"Healy, Daniel",1974-05-03,189,87
"Winmar, Nicky",1965-09-25,183,81
"Daniels, Jayson",1971-02-19,183,86
"Neill, Robert",1974-01-05,184,90
"Vidovic, Lazar",1965-04-01,200,102
"Gray, Troy",1973-02-26,188,96
"Coghlan, Glen",1974-07-29,190,94
"McLean, Andrew",1973-07-18,193,94
"Bourke, Darren",1970-03-25,180,84
"Frawley, Danny",1963-09-08,191,95
"Georgiou, John",1975-10-05,180,80
"Kennedy, Mark",1972-05-24,185,87
"Fode, Gordon",1971-08-05,182,87
"Shaw, Damen",1974-04-22,183,78
"Jackson, Matthew",1974-08-15,179,74
"Hemley, Chris",1977-09-08,192,93
"Bailey, Doug",1971-12-06,190,87
"Thornborrow, Wayne",1972-12-27,198,90
"Kitchen, Joshua",1975-05-15,175,72
"Hollow, Chris",1971-11-21,190,85
"Matthews, Dean",1971-07-21,188,82
"Bowey, Brett",1969-05-31,168,72
"Lockett, Tony",1966-03-09,191,104
"Taylor, Kain",1967-10-14,180,75
"Shaw, Clinton",1976-05-05,181,75
"Frost, Michael",1970-12-29,186,92
"Greig, Dean",1968-10-31,185,96
"Carr, Alister",1973-05-03,189,90
"Jones, Sam",1974-05-03,192,88
"Harvey, Anthony",1973-05-25,176,77
"Capsalis, Leigh",1971-12-23,180,82
"Hanson, Nick",1973-09-21,190,80
"Coghlan, Frank",1962-10-31,183,84
"Cummings, Steven",1969-08-16,178,73
"Dipetta, Aldo",1972-01-03,175,80
"Ford, Michael",1962-10-11,183,85
"Jones, Greg",1970-02-20,190,91
"Kitschke, Damian",1966-05-13,193,101
"Smith, Rohan",1966-06-28,178,76
"Davies, Darren",1965-10-14,181,80
"Arnol, Jody",1968-09-25,192,89
"Sexton, Damian",1968-12-03,178,78
"McNicholl, Dermot",1965-11-06,180,82
"Donald, Luke",1971-02-04,183,79
"Dargie, Ian",1963-11-15,178,72
"Freeman, Peter",1969-04-01,188,84
"Lister, Christian",1968-07-14,184,80
"Barker, Trevor",1956-10-07,183,78
"Elphinstone, Robert",1960-11-22,191,89
"Ingleton, Ben",1967-08-24,180,76
"Burns, Greg",1958-02-21,183,83
"Cunningham, Geoff",1959-01-07,183,83
"Jones, Bob",1961-10-22,192,87
"Foschini, Silvio",1963-09-18,175,75
"Peter-Budge, John",1968-07-06,182,71
"Green, Warwick",1966-12-27,194,84
"MacMillan, Glenn",1969-10-18,193,86
"Evans, Tony",1966-01-30,180,76
"Gamble, Mark",1962-04-06,188,87
"Wittey, David",1966-04-10,193,82
"Ford, Alister",1963-12-15,196,86
"Gladman, Rodney",1968-02-19,180,81
"Jobling, Andrew",1964-09-20,183,74
"Carbone, Frank",1965-04-04,178,76
"Odgers, Gary",1959-12-15,178,75
"Temay, Paul",1962-02-04,185,84
"Narkle, Phil",1961-01-29,178,72
"Littler, Brendan",1965-12-21,185,80
"Cronan, Phil",1959-07-17,183,75
"Bennett, John",1960-10-05,183,83
"Brown, Peter",1963-11-15,187,75
"Brown, Glen",1962-01-03,180,83
"Misso, Enrico",1964-07-14,196,83
"McAdam, Greg",1961-02-18,179,81
"Curtain, Peter",1962-12-05,185,76
"Melesso, Peter",1961-11-30,191,83
"Riggs, Jon",1962-11-14,183,73
"Keeble, Robert",1959-03-17,183,93
"Meehan, Simon",1961-09-20,180,73
"Lane, Greg",1960-04-29,175,74
"Amoore, Geoff",1964-05-03,188,75
"Favier, John",1960-07-23,185,90
"Fidler, Geoff",1961-03-14,180,74
"Schultz, John",1959-02-26,178,78
"Foyster, Mark",1964-03-09,183,78
"Jenkin, Alan",1962-12-10,173,75
"Muir, Robert",1953-10-08,185,89
"Winbanks, David",1962-09-08,193,92
"Sarau, Jeff",1954-01-25,191,96
"ODonnell, Simon",1963-01-26,191,83
"McAsey, Chris",1962-04-25,185,75
"Packham, Greg",1959-03-01,175,76
"Gellie, Graeme",1954-12-27,178,77
"Blees, Michael",1962-08-06,191,83
"Cahir, Gerard",1959-08-25,192,92
"Duperouzel, Bruce",1950-04-21,174,74
"Hewitt, Darryl",1958-04-29,180,72
"Allan, Steven",1956-09-22,180,76
"Hassell, Allan",1958-05-11,188,89
"Park, Neil",1962-07-23,183,78
"Smith, Malcolm",1959-05-25,185,81
"Mildenhall, Bill",1953-04-10,180,76
"Faletic, Milan",1953-03-08,191,88
"Kellett, Mark",1960-07-29,188,91
"Gorozidis, Con",1961-09-20,183,86
"Breen, Barry",1948-01-07,191,93
"Armstrong, Paul",1957-01-10,185,83
"Booth, Doug",1957-08-01,185,85
"Slattery, Wayne",1960-10-22,173,73
"Linke, Geoff",1955-11-21,181,83
"Huntley, Peter",1961-12-07,185,76
"Lofts, Gary",1951-10-05,183,86
"Godsell, Sean",1960-09-09,196,86
"Sutherland, Rick",1960-11-05,196,85
"Smedts, Alby",1952-01-09,184,79
"Herbert, Dean",1956-01-24,198,99
"Bromberg, Mordecai",1959-01-22,183,83
"Stone, Chris",1959-02-24,183,80
"Colling, Gary",1950-03-17,188,87
"Clarke, Eric",1957-02-16,183,80
"Schodde, Graham",1958-06-19,182,79
"ODea, Jim",1949-02-02,185,91
"Vane, Matt",1961-02-22,193,86
"Carter, Colin",1955-02-26,183,76
"Greetham, Geoff",1962-06-05,188,77
"McDonald, Gary",1953-03-03,178,83
"Williams, Garry",1956-11-17,187,87
"Scott, Malcolm",1958-04-11,188,76
"Evans, Dale",1960-06-13,191,83
"Discher, Don",1954-04-17,196,96
"Tweeddale, Russell",1954-06-27,185,82
"Lugg, Gary",1958-06-05,175,76
"Ross, Dean",1955-01-19,196,102
"Granger, David",1955-01-23,188,92
"Young, George",1949-02-03,185,86
"Neale, Kevin",1945-07-18,189,99
"Hughes, Rod",1954-06-20,178,73
"Carlon, Mark",1953-10-18,185,83
"Judson, Wayne",1952-07-11,182,81
"Shepherd, David",1956-08-03,173,70
"Greene, Mark",1959-05-08,188,92
"Ellis, David",1949-11-11,194,89
"Williams, Craig",1954-08-14,187,81
"Blackburn, David",1956-07-07,173,73
"Bell, Peter",1954-10-14,188,83
"Reynolds, Russell",1951-02-04,182,86
"Theodore, Stephen",1950-12-18,178,78
"Bonney, John",1946-05-21,177,72
"Lawrence, Barry",1946-02-13,183,87
"Smith, Ross",1942-09-12,173,71
"Mynott, Brian",1944-01-29,193,92
"Manzie, John",1947-12-08,179,78
"Cannon, Bill",1956-04-04,189,83
"Legge, David",1954-11-22,189,86
"Deacon, Simon",1954-06-03,183,86
"Thomas, Lindsay",1955-10-06,193,91
"Payze, Travis",1946-07-02,185,89
"Harper, Allan",1954-03-25,183,83
"Moran, Jeff",1947-01-07,179,76
"Taylor, Lance",1952-05-04,170,75
"Murray, Bob",1942-04-05,183,82
"George, Ian",1954-04-06,173,73
"Stephens, John",1950-09-15,175,76
"Corner, Ian",1951-01-21,180,86
"Davies, Russell",1954-02-28,175,76
"Anthony, John",1953-10-27,191,81
"Lanyon, Mike",1951-04-06,178,73
"McIntosh, John",1943-11-01,191,94
"Ward, Geoff",1946-04-08,185,84
"Lilley, Jon",1947-04-21,183,86
"Antonie, Colin",1952-03-26,188,80
"Cayzer, Geoff",1945-08-07,191,89
"Griffiths, Daryl",1945-11-06,183,83
"Kennedy, Des",1944-03-11,188,92
"Roberts, Stephen",1948-11-25,191,86
"Nisbet, Darryl",1949-06-16,183,78
"Evans, John",1950-09-10,191,89
"ODonnell, John",1947-06-08,184,81
"King, Derek",1948-09-07,170,67
"Cooper, Ian",1946-04-02,188,76
"McLean, Graeme",1947-09-15,185,76
"Rumney, Peter",1949-11-16,187,89
"Synman, Ian",1938-09-28,188,85
"Billing, Kevin",1944-10-26,179,75
"Roberts, Kevin",1939-04-11,179,76
"Baldock, Darrel",1938-09-29,179,84
"Sierakowski, Brian",1945-11-01,188,85
"Dyer, Ian",1948-08-22,177,73
"Howell, Verdun",1937-06-16,179,80
"Read, Jim",1943-12-26,175,75
"Cross, Ray",1941-09-07,180,83
"McMullen, Allan",1949-06-02,173,70
"Dowling, John",1944-04-11,180,73
"Head, Rodger",1939-06-20,175,76
"Schwarzman, Ted",1946-03-08,185,73
"Morrow, Alan",1936-11-29,183,89
"Bingley, John",1940-11-10,185,83
"Rowland, Ian",1941-03-04,173,75
"Oakley, Ross",1942-09-30,178,81
"Baker, Ken",1944-09-09,188,87
"Croft, Graham",1947-09-06,173,70
"Murphy, Pat",1947-04-11,169,70
"Mann, Ken",1941-03-31,175,76
"Morton, Bob",1944-03-09,189,89
"Marinko, Tom",1941-08-03,193,94
"McHugh, Ray",1938-07-02,187,89
"McDonald, Allan",1946-06-03,173,70
"White, Julian",1946-03-31,179,71
"Bartley, Dennis",1944-11-15,185,85
"Wallis, Jim",1941-11-12,192,89
"Walsh, Brian",1934-10-25,178,73
"McKay, Tom",1938-09-24,188,86
"Hughes, Dave",1945-02-16,185,83
"Payne, Burnie",1939-05-08,175,80
"Grover, Geoff",1943-09-19,189,86
"Guyatt, Jim",1939-09-05,179,80
"Young, Adrian",1943-03-10,180,80
"Kerr, Geoff",1944-04-17,191,83
"McMillan, John",1938-12-15,198,97
"Oswald, Lance",1937-02-14,179,80
"Stephenson, Bill",1937-02-14,191,86
"Apted, Roy",1937-04-25,180,86
"Coady, Bill",1939-04-07,185,73
"McMahon, Brian",1939-07-15,183,80
"Gerrand, Bill",1941-11-23,169,72
"OBrien, Jim",1936-08-02,177,71
"Reed, Max",1942-05-28,171,79
"Osborne, Alan",1940-12-07,188,87
"Roberts, Neil",1933-06-15,185,81
"Annand, Bud",1933-06-18,189,91
"Guy, Eric",1932-08-18,183,91
"Hodgkin, Frank",1941-06-20,179,83
"Dodd, Paul",1937-09-10,173,76
"Lee, Graeme",1939-07-12,178,76
"Ilsley, Ike",1940-01-03,185,94
"Nowlan, Max",1939-03-09,183,83
"Young, William",1931-06-06,179,73
"McCarthy, Brian",1936-01-20,179,77
"Garlick, Leo",1938-04-30,177,74
"Walton, Ray",1936-08-10,185,83
"Prescott, David",1937-05-11,185,77
"Hay, Bob",1938-06-13,188,83
"Fox, Lindsay",1937-04-19,184,84
"Holmes, Gary",1938-01-02,170,73
"Stephenson, Laurie",1939-10-18,189,81
"Burns, Peter",1939-05-26,175,72
"Delanty, John",1938-11-08,178,73
"Eldering, Les",1938-01-18,196,89
"Kilpatrick, John",1938-11-20,183,80
"Mau, Barrie",1939-08-02,182,75
"McIntyre, Barry",1937-08-09,185,79
"Jeans, Allan",1933-09-21,180,83
"Feehan, Geoff",1935-01-19,188,83
"Muir, Brian",1936-07-11,185,83
"Bowe, Brian",1936-03-15,173,74
"Burgess, Terry",1934-07-20,171,70
"Davies, Harold",1932-11-18,179,75
"Kee, Ron",1938-11-04,188,85
"Minihan, Graham",1934-09-09,170,70
"Kupsch, Ken",1938-10-28,175,78
"Stephens, Phil",1935-07-31,188,86
"Ross, Lester",1936-08-27,177,72
"Coffey, John",1929-03-09,182,79
"Gregory, Les",1938-06-12,179,71
"Mulrooney, Jack",1934-08-24,180,76
"Roberts, Jack",1935-05-06,170,74
"Hayes, John",1936-02-27,188,89
"Hanrahan, Frank",1938-01-20,177,73
"Barrett, Ray",1935-01-24,196,86
"Andrew, Bruce",1936-12-28,183,76
"McCooke, Milne",1934-10-09,185,92
"Taylor, Ron",1932-07-20,188,86
"Cooke, Lindsay",1935-10-10,191,92
"Gleeson, Brian",1934-11-03,188,82
"Linney, Neville",1933-07-01,182,82
"Drinan, Keith",1924-11-13,182,83
"Mulhall, Ken",1927-09-22,185,89
"Clancy, Peter",1935-01-31,177,73
"Hocking, Bryant",1932-07-28,173,75
"Watt, Bob",1933-04-21,188,85
"Letcher, Ian",1935-07-21,180,75
"Waldron, Bill",1935-02-11,183,75
"Stephenson, Max",1935-05-07,178,76
"Byrne, Jim",1933-06-22,188,96
"Gordon, Ian",1933-02-11,173,78
"McDonald, Jack",1930-01-28,180,76
"Callow, Allan",1929-09-21,173,71
"Gleeson, Bill",1931-07-04,173,70
"King, Bryan",1935-07-27,174,76
"Thompson, Norm",1933-06-15,180,73
"Mennie, Allan",1935-04-27,175,73
"Giblett, Michael",1934-04-16,185,86
"Cole, Fred",1936-05-27,189,86
"Bock, Colin",1934-09-29,185,86
"Cuthbertson, Alex",1931-06-10,178,71
"Jones, Geoff",1930-04-05,175,73
"Stephenson, Jim",1934-08-13,180,81
"Fountain, Ron",1935-06-16,170,62
"Phillips, Bruce",1929-05-02,188,83
"Mollar, Max",1929-08-29,178,70
"Houston, Ray",1933-06-01,188,85
"McLaren, Mick",1936-04-03,182,81
"Camm, Jim",1932-05-27,189,86
"Derrick, Ron",1933-02-17,180,76
"McLennan, Bruce",1928-04-28,177,78
"Nelson, John",1934-02-01,180,73
"Lennie, Stuart",1936-10-16,183,77
"Dihm, Merv",1933-09-16,185,78
"Hurst, Arthur",1931-07-13,175,70
"Shields, Ron",1934-03-02,185,83
"Burton, Gerry",1933-02-11,180,79
"Cooper, Peter",1935-08-05,180,80
"Suttie, Jack",1934-10-02,193,94
"Drohan, Ian",1932-08-22,173,73
"Bland, Dave",1929-11-10,192,98
"Milnes, Brian",1932-03-12,183,81
"Allan, Peter",1935-01-09,182,81
"Sabbatucci, Vin",1935-01-12,166,75
"Osborne, Alan",1933-12-27,175,73
"Jewitt, Jim",1933-02-05,180,89
"Byron, Ron",1931-08-09,184,82
"Cole, Des",1933-10-27,183,76
"Ross, Jim",1927-10-18,185,80
"Linger, Bill",1931-05-11,171,81
"Cummins, Bruce",1929-11-17,179,73
"Myers, Bob",1930-11-29,180,76
"Davidson, Irving",1929-04-30,185,83
"Hellmrich, Max",1932-08-30,174,68
"Squire, Alan",1927-02-09,188,81
"Bennett, Peter",1926-07-11,183,78
"Smith, Ivor",1931-07-24,185,83
"Hibbins, Geoff",1929-11-13,183,89
"Cockfield, Ken",1928-10-08,174,73
"Turner, Geoff",1928-09-07,175,72
"Eley, Jim",1932-11-05,185,86
"Woinarski, Brian",1930-05-05,180,75
"Wandin, Jim",1933-07-28,183,83
"Read, Chester",1929-02-19,183,86
"Bray, Harold",1920-07-05,178,76
"Dicks, William",1930-09-16,173,71
"Banfield, Ron",1933-04-07,182,71
"Slate, Rodney",1930-06-10,179,72
"Bloom, Nick",1930-02-16,168,66
"Evans, Jack",1930-10-11,188,83
"Riley, Cliff",1927-02-02,177,72
"March, Graham",1925-05-04,187,83
"Mitchinson, Max",1927-12-15,178,71
"Smith, John",1933-04-19,173,77
"Langdon, Mark",1927-09-25,178,76
"Atkinson, Bob",1930-04-27,168,72
"Slocomb, Syd",1930-05-21,180,81
"Nisbet, Des",1921-10-29,180,79
"Cameron, Bill",1928-08-05,183,76
"McNeil, Tom",1929-06-09,178,66
"Lundgren, Bruce",1931-11-11,174,70
"Solomon, John",1928-06-15,177,71
"Battams, Ron",1928-04-16,182,74
"Sutherland, Frank",1929-12-12,191,80
"Wilkie, Bob",1920-07-03,165,66
"Rosewarne, Keith",1924-07-18,173,67
"Phelan, Ken",1925-11-02,184,82
"Russo, Felix",1926-06-10,178,76
"Olle, Alan",1924-07-23,174,76
"Chapman, Dean",1931-01-02,182,80
"Pattison, Frank",1928-09-29,183,89
"Wicks, Dick",1929-08-18,180,70
"Olle, Tim",1926-09-30,189,83
"Mee, Brian",1930-04-25,175,68
"Pemberton, Fred",1923-05-22,191,85
